title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,year,month,alert_new,magnitude_bins
"M 6.6 - 18 km WSW of Nikolski, Alaska",6.6,1/28/99 8:10,0,6,green,0,670,us,0,0,0,mwc,67.2,52.886,-169.123,"Nikolski, Alaska",North America,United States of America,1999,1,Yellow,7-Jun
"M 7.0 - 110 km ESE of Kokopo, Papua New Guinea",7,1/19/99 3:35,0,7,green,0,754,us,0,0,0,mwc,114.1,-4.596,153.235,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,1999,1,Orange,8-Jul
"M 6.8 - 131 km WSW of Haveluloto, Tonga",6.8,12/27/98 0:38,0,5,green,0,711,us,0,0,0,mwc,144.3,-21.632,-176.376,"Haveluloto, Tonga",Oceania,Tonga,1998,12,Yellow,7-Jun
"M 7.7 - 264 km ESE of Luwuk, Indonesia",7.7,11/29/98 14:10,0,7,green,0,912,us,0,0,0,mwc,33,-2.071,124.891,"Luwuk, Indonesia",Asia,Indonesia,1998,11,Orange,8-Jul
"M 7.0 - 278 km NE of Lospalos, Timor Leste",7,11/9/98 5:38,0,7,green,0,754,us,0,0,0,mwc,33,-6.92,128.946,"Lospalos, Timor Leste",Asia,Indonesia,1998,11,Orange,8-Jul
"M 6.7 - 282 km NE of Lospalos, Timor Leste",6.7,11/9/98 5:30,0,6,green,0,691,us,0,0,0,mwc,33,-6.954,129.022,"Lospalos, Timor Leste",Asia,Indonesia,1998,11,Yellow,7-Jun
"M 6.6 - 8 km WSW of Sumberpucung, Indonesia",6.6,9/28/98 13:34,0,5,green,0,670,us,0,0,0,mwb,151.6,-8.194,112.413,"Sumberpucung, Indonesia",Asia,Indonesia,1998,9,Yellow,7-Jun
"M 6.6 - 66 km NNW of Coquimbo, Chile",6.6,9/3/98 17:37,0,6,green,0,670,us,0,0,0,mwc,27,-29.45,-71.715,"Coquimbo, Chile",South America,Chile,1998,9,Yellow,7-Jun
"M 6.8 - 123 km SSE of Pondaguitan, Philippines",6.8,9/2/98 8:37,0,5,green,0,711,us,0,0,0,mwc,50,5.41,126.764,"Pondaguitan, Philippines",Asia,Indonesia,1998,9,Yellow,7-Jun
"M 7.2 - 3 km E of Bahía de Caráquez, Ecuador",7.2,8/4/98 18:59,0,7,green,0,798,us,0,0,0,mwc,33,-0.593,-80.393,"Bahía de Caráquez, Ecuador",South America,Ecuador,1998,8,Orange,8-Jul
"M 6.7 - 192 km W of Abepura, Indonesia",6.7,7/29/98 18:00,0,6,green,0,691,us,0,0,0,mwc,33,-2.693,138.901,"Abepura, Indonesia",Asia,Indonesia,1998,7,Yellow,7-Jun
"M 7.0 - 50 km WNW of Aitape, Papua New Guinea",7,7/17/98 8:49,0,7,green,0,754,us,0,0,0,mwc,10,-2.961,141.926,"Aitape, Papua New Guinea",Oceania,Papua New Guinea,1998,7,Orange,8-Jul
"M 7.0 - 52 km SE of Lata, Solomon Islands",7,7/16/98 11:56,0,7,green,0,754,us,0,0,0,mwc,110.2,-11.04,166.16,"Lata, Solomon Islands",Oceania,Solomon Islands,1998,7,Orange,8-Jul
"M 6.6 - 24 km E of Rust?q, Afghanistan",6.6,5/30/98 6:22,0,6,green,0,670,us,0,0,0,mwb,33,37.106,70.11,"Rust?q, Afghanistan",Asia,Afghanistan,1998,5,Yellow,7-Jun
"M 6.6 - 25 km NNW of Mizque, Bolivia",6.6,5/22/98 4:48,0,8,green,0,670,us,0,0,0,mwb,24,-17.731,-65.431,"Mizque, Bolivia",South America,Bolivia,1998,5,Yellow,7-Jun
"M 6.7 - 127 km NNW of Palu, Indonesia",6.7,5/21/98 5:34,0,6,green,0,691,us,0,0,0,mwb,33,0.207,119.584,"Palu, Indonesia",Asia,Indonesia,1998,5,Yellow,7-Jun
"M 6.6 - 108 km SW of Kokopo, Papua New Guinea",6.6,5/13/98 23:02,0,6,green,0,670,us,0,0,0,mwc,61.4,-5.147,151.714,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,1998,5,Yellow,7-Jun
"M 7.5 - 254 km SSE of Ishigaki, Japan",7.5,5/3/98 23:30,0,5,green,0,865,us,0,0,0,mwb,33,22.306,125.308,"Ishigaki, Japan",Asia,Japan,1998,5,Orange,8-Jul
"M 6.6 - 43 km NE of San Fernando, Peru",6.6,4/3/98 22:01,0,5,green,0,670,us,0,0,0,mwc,164.6,-8.148,-74.238,"San Fernando, Peru",South America,Peru,1998,4,Yellow,7-Jun
"M 7.0 - 95 km W of Pariaman, Indonesia",7,4/1/98 17:56,0,6,green,0,754,us,0,0,0,mwc,55.7,-0.544,99.261,"Pariaman, Indonesia",Asia,Indonesia,1998,4,Orange,8-Jul
"M 6.6 - 52 km ESE of Kerman, Iran",6.6,3/14/98 19:40,0,8,green,0,670,us,0,0,0,mwc,9,30.154,57.605,"Kerman, Iran",Asia,Iran,1998,3,Yellow,7-Jun
"M 7.1 - 34 km SSE of Antofagasta, Chile",7.1,1/30/98 12:16,0,7,green,0,776,us,0,0,0,mwc,42,-23.913,-70.207,Ant,South America,Chile,1998,1,Orange,8-Jul
"M 6.7 - 149 km ENE of Labasa, Fiji",6.7,1/12/98 16:36,0,6,green,0,691,us,0,0,0,mwc,23.4,-15.848,-179.376,"Labasa, Fiji",Oceania,Fiji,1998,1,Yellow,7-Jun
"M 6.6 - 47 km SSW of Ovalle, Chile",6.6,1/12/98 10:14,0,7,green,0,670,us,0,0,0,mwc,34.8,-30.985,-71.41,"Ovalle, Chile",South America,Chile,1998,1,Yellow,7-Jun
"M 6.6 - 10 km SSW of San José El Ídolo, Guatemala",6.6,1/10/98 8:20,0,6,green,0,670,us,0,0,0,mwc,33,14.374,-91.473,"San José El Ídolo, Guatemala",North America,Guatemala,1998,1,Yellow,7-Jun
"M 7.2 - 117 km N of Finschhafen, Papua New Guinea",7.2,12/22/97 2:05,0,6,green,0,798,us,0,0,0,mwc,179.3,-5.495,147.867,"Finschhafen, Papua New Guinea",Oceania,Papua New Guinea,1997,12,Orange,8-Jul
"M 7.8 - 156 km S of Ust’-Kamchatsk Staryy, Russia",7.8,12/5/97 11:26,0,7,green,0,936,us,0,0,0,mwc,33,54.841,162.035,"Ust’-Kamchatsk Staryy, Russia",Europe,Russia,1997,12,Orange,8-Jul
"M 7.0 - 97 km NW of Gorontalo, Indonesia",7,11/25/97 12:14,0,6,green,0,754,us,0,0,0,mwc,24,1.241,122.536,"Gorontalo, Indonesia",Asia,Indonesia,1997,11,Orange,8-Jul
"M 6.6 - 22 km SW of Lithakiá, Greece",6.6,11/18/97 13:07,0,7,green,0,670,us,0,0,0,mwc,33,37.57,20.656,"Lithakiá, Greece",Europe,Greece,1997,11,Yellow,7-Jun
"M 7.0 - 34 km ESE of Port-Olry, Vanuatu",7,11/15/97 18:59,0,6,green,0,754,us,0,0,0,mwc,123.1,-15.145,167.375,"Port-Olry, Vanuatu",Oceania,Vanuatu,1997,11,Orange,8-Jul
"M 6.5 - 13 km NNE of San Sebastián, El Salvador",6.5,11/9/97 22:56,0,4,green,0,650,us,0,0,0,mwb,176.4,13.849,-88.808,"San Sebastián, El Salvador",North America,El Salvador,1997,11,Yellow,7-Jun
M 7.5 - western Xizang,7.5,11/8/97 10:02,0,7,green,0,865,us,0,0,0,mwc,33,35.069,87.325,western Xizang,Asia,People's Republic of China,1997,11,Orange,8-Jul
"M 7.2 - 51 km N of Barranca, Peru",7.2,10/28/97 6:15,0,7,green,0,798,us,0,0,0,mwc,112,-4.368,-76.681,"Barranca, Peru",South America,Peru,1997,10,Orange,8-Jul
"M 7.1 - 36 km SW of Monte Patria, Chile",7.1,10/15/97 1:03,0,7,green,0,776,us,0,0,0,mwc,58,-30.933,-71.22,"Monte Patria, Chile",South America,Chile,1997,10,Orange,8-Jul
"M 7.8 - 192 km WSW of Haveluloto, Tonga",7.8,10/14/97 9:53,0,7,green,0,936,us,0,0,0,mwb,167.3,-22.101,-176.772,"Haveluloto, Tonga",Oceania,Tonga,1997,10,Orange,8-Jul
"M 6.5 - 18 km E of Talisay, Philippines",6.5,10/6/97 12:30,0,5,green,0,650,us,0,0,0,mwb,105.6,9.79,125.779,"Talisay, Philippines",Asia,Philippines,1997,10,Yellow,7-Jun
"M 6.8 - 24 km SW of Roncesvalles, Colombia",6.8,9/2/97 12:13,0,5,green,0,711,us,0,0,0,mwb,198.7,3.849,-75.749,"Roncesvalles, Colombia",South America,Colombia,1997,9,Yellow,7-Jun
"M 6.6 - 64 km NNE of Angoram, Papua New Guinea",6.6,8/29/97 8:14,0,6,green,0,670,us,0,0,0,mwc,22.8,-3.562,144.362,"Angoram, Papua New Guinea",Oceania,Papua New Guinea,1997,8,Yellow,7-Jun
"M 6.9 - 4 km ENE of El Ciruelo, Mexico",6.9,7/19/97 14:22,0,6,green,0,732,us,0,0,0,mwb,33,16.333,-98.216,"El Ciruelo, Mexico",North America,Mexico,1997,7,Yellow,7-Jun
"M 7.0 - 26 km WSW of Carúpano, Venezuela",7,7/9/97 19:24,0,8,green,0,754,us,0,0,0,mwc,19.9,10.598,-63.486,"Carúpano, Venezuela",South America,Venezuela,1997,7,Orange,8-Jul
"M 6.8 - 52 km WSW of Coquimbo, Chile",6.8,7/6/97 9:54,0,6,green,0,711,us,0,0,0,mwc,19,-30.058,-71.872,"Coquimbo, Chile",South America,Chile,1997,7,Yellow,7-Jun
"M 6.5 - 5 km ENE of Churumuco de Morelos, Mexico",6.5,5/22/97 7:50,0,6,green,0,650,us,0,0,0,mwc,70,18.684,-101.604,"Churumuco de Morelos, Mexico",North America,Mexico,1997,5,Yellow,7-Jun
"M 6.8 - 99 km S of Isangel, Vanuatu",6.8,5/21/97 14:10,0,6,green,0,711,us,0,0,0,mwc,57,-20.438,169.287,"Isangel, Vanuatu",Oceania,Vanuatu,1997,5,Yellow,7-Jun
"M 6.5 - 51 km S of Jurm, Afghanistan",6.5,5/13/97 14:13,0,4,green,0,650,us,0,0,0,mwb,196,36.411,70.945,"Jurm, Afghanistan",Asia,Afghanistan,1997,5,Yellow,7-Jun
"M 7.3 - 58 km E of Q?’en, Iran",7.3,5/10/97 7:57,0,9,green,0,820,us,0,0,0,mwb,10,33.825,59.809,"Q?’en, Iran",Asia,Iran,1997,5,Orange,8-Jul
"M 6.5 - 49 km N of Yigo Village, Guam",6.5,4/23/97 19:44,0,6,green,0,650,us,0,0,0,mwc,100.8,13.986,144.901,"Yigo Village, Guam",Oceania,Guam,1997,4,Yellow,7-Jun
"M 6.7 - 18 km WSW of Scarborough, Trinidad and Tobago",6.7,4/22/97 9:31,0,7,green,0,691,us,0,0,0,mwb,5,11.112,-60.892,(Ocean) off coast of Guyana,North America,Guyana,1997,4,Yellow,7-Jun
"M 7.7 - 171 km NNW of Sola, Vanuatu",7.7,4/21/97 12:02,0,6,green,0,912,us,0,0,0,mwc,33,-12.584,166.676,"Sola, Vanuatu",Oceania,Vanuatu,1997,4,Orange,8-Jul
"M 6.5 - 49 km W of Finschhafen, Papua New Guinea",6.5,4/5/97 12:23,0,6,green,0,650,us,0,0,0,mwc,69.1,-6.485,147.408,"Finschhafen, Papua New Guinea",Oceania,Papua New Guinea,1997,4,Yellow,7-Jun
"M 6.9 - 121 km E of Kinablangan, Philippines",6.9,3/11/97 19:22,0,5,green,0,732,us,0,0,0,mwb,10,7.742,127.647,"Kinablangan, Philippines",Asia,Philippines,1997,3,Yellow,7-Jun
"M 7.1 - 29 km ESE of Harnai, Pakistan",7.1,2/27/97 21:08,0,6,green,0,776,us,0,0,0,mwc,33,29.976,68.208,"Harnai, Pakistan",Asia,Pakistan,1997,2,Orange,8-Jul
M 6.5 - Turkmenistan-Iran border region,6.5,2/4/97 10:37,0,8,green,0,650,us,0,0,0,mwc,10,37.661,57.291,Turkmenistan-Iran border region,Asia,Iran,1997,2,Yellow,7-Jun
"M 7.2 - 46 km WNW of El Habillal, Mexico",7.2,1/11/97 20:28,0,7,green,0,798,us,0,0,0,mwb,33,18.219,-102.756,"El Habillal, Mexico",North America,Mexico,1997,1,Orange,8-Jul
"M 6.5 - 131 km W of Iwanai, Japan",6.5,12/22/96 14:53,0,4,green,0,650,us,0,0,0,mwc,226.5,43.207,138.92,"Iwanai, Japan",Asia,Japan,1996,12,Yellow,7-Jun
"M 6.7 - 17 km SW of Miyazaki, Japan",6.7,12/2/96 22:17,0,6,green,0,691,us,0,0,0,mwc,49.2,31.789,131.314,"Miyazaki, Japan",Asia,Japan,1996,12,Yellow,7-Jun
M 6.9 - region of Azad Jammu and Kashmir,6.9,11/19/96 10:44,0,7,green,0,732,us,0,0,0,mwc,33,35.345,78.133,Azad Jammu and Kashmir,Asia,Pakistan,1996,11,Yellow,7-Jun
"M 7.7 - 60 km SW of Changuillo, Peru",7.7,11/12/96 16:59,0,7,green,0,912,us,0,0,0,mwc,33,-14.993,-75.675,"Changuillo, Peru",South America,Peru,1996,11,Orange,8-Jul
"M 6.7 - 5 km SE of Miyazaki, Japan",6.7,10/19/96 14:44,0,7,green,0,691,us,0,0,0,mwc,22,31.885,131.468,"Miyazaki, Japan",Asia,Japan,1996,10,Yellow,7-Jun
"M 6.6 - 20 km SSE of Nishinoomote, Japan",6.6,10/18/96 10:50,0,7,green,0,670,us,0,0,0,mwc,10,30.568,131.093,"Nishinoomote, Japan",Asia,Japan,1996,10,Yellow,7-Jun
"M 6.8 - 90 km S of Panguna, Papua New Guinea",6.8,10/14/96 23:26,0,6,green,0,711,us,0,0,0,mwc,24,-7.133,155.568,"Panguna, Papua New Guinea",Oceania,Solomon Islands,1996,10,Yellow,7-Jun
"M 6.8 - 36 km SW of Paphos, Cyprus",6.8,10/9/96 13:10,0,6,green,0,711,us,0,0,0,mwc,33,34.556,32.126,"Paphos, Cyprus",Asia,Cyprus,1996,10,Yellow,7-Jun
"M 6.6 - 24 km NE of Cortes, Philippines",6.6,9/20/96 4:11,0,6,green,0,670,us,0,0,0,mwc,33,9.454,126.334,"Cortes, Philippines",Asia,Philippines,1996,9,Yellow,7-Jun
"M 6.6 - 22 km NNE of Cortes, Philippines",6.6,9/20/96 4:10,0,6,green,0,670,us,0,0,0,mwc,33,9.463,126.284,"Cortes, Philippines",Asia,Philippines,1996,9,Yellow,7-Jun
"M 6.8 - 78 km E of Hengchun, Taiwan",6.8,9/5/96 23:42,0,6,green,0,711,us,0,0,0,mwc,20,21.898,121.498,"Hengchun, Taiwan",Asia,Taiwan,1996,9,Yellow,7-Jun
"M 6.9 - 62 km WSW of Kirakira, Solomon Islands",6.9,8/2/96 12:55,0,6,green,0,732,us,0,0,0,mwc,33,-10.769,161.445,"Kirakira, Solomon Islands",Oceania,Solomon Islands,1996,8,Yellow,7-Jun
"M 7.0 - 220 km NNE of Palu, Indonesia",7,7/22/96 14:19,0,6,green,0,754,us,0,0,0,mwc,33,1,120.45,"Palu, Indonesia",Asia,Indonesia,1996,7,Orange,8-Jul
"M 6.6 - 217 km NNE of Palu, Indonesia",6.6,7/16/96 10:07,0,6,green,0,670,us,0,0,0,mwb,33,1.016,120.254,"Palu, Indonesia",Asia,Indonesia,1996,7,Yellow,7-Jun
"M 6.8 - 26 km NNE of Coyuquilla Norte, Mexico",6.8,7/15/96 21:23,0,6,green,0,711,us,0,0,0,mwb,18.3,17.6,-100.965,"Coyuquilla Norte, Mexico",North America,Mexico,1996,7,Yellow,7-Jun
"M 7.9 - 169 km NNE of Maumere, Indonesia",7.9,6/17/96 11:22,0,4,green,0,960,us,0,0,0,mwc,587.3,-7.137,122.589,"Maumere, Indonesia",Asia,Indonesia,1996,6,Orange,8-Jul
"M 7.1 - 8 km NNE of Palapag, Philippines",7.1,6/11/96 18:22,0,6,green,0,776,us,0,0,0,mwc,33,12.614,125.154,"Palapag, Philippines",Asia,Philippines,1996,6,Orange,8-Jul
"M 7.3 - 46 km SSW of Adak, Alaska",7.3,6/10/96 15:24,0,7,green,0,820,us,0,0,0,mwc,26.3,51.478,-176.847,"Adak, Alaska",North America,United States of America,1996,6,Orange,8-Jul
"M 7.9 - 77 km WSW of Adak, Alaska",7.9,6/10/96 4:03,0,7,green,0,960,us,0,0,0,mwc,33,51.564,-177.632,"Adak, Alaska",North America,United States of America,1996,6,Orange,8-Jul
"M 6.7 - 63 km NW of Sola, Vanuatu",6.7,6/10/96 1:04,0,4,green,0,691,us,0,0,0,mwc,200.1,-13.481,167.13,"Sola, Vanuatu",Oceania,Vanuatu,1996,6,Yellow,7-Jun
"M 7.2 - 58 km WSW of Panguna, Papua New Guinea",7.2,4/29/96 14:40,0,6,green,0,798,us,0,0,0,mwc,44,-6.518,154.999,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,1996,4,Orange,8-Jul
"M 6.6 - 44 km SE of Antofagasta, Chile",6.6,4/19/96 0:19,0,7,green,0,670,us,0,0,0,mwb,49.5,-23.944,-70.093,Ant,South America,Chile,1996,4,Yellow,7-Jun
"M 6.7 - 44 km NNE of Port-Olry, Vanuatu",6.7,3/17/96 14:48,0,5,green,0,691,us,0,0,0,mwc,164.4,-14.705,167.297,"Port-Olry, Vanuatu",Oceania,Vanuatu,1996,3,Yellow,7-Jun
"M 6.7 - 30 km WSW of Villa El Carmen, Nicaragua",6.7,3/3/96 16:37,0,6,green,0,691,us,0,0,0,mwc,33,11.905,-86.772,"Villa El Carmen, Nicaragua",North America,Nicaragua,1996,3,Yellow,7-Jun
"M 6.6 - 39 km WSW of Masachapa, Nicaragua",6.6,3/3/96 14:55,0,6,green,0,670,us,0,0,0,mwc,33,11.657,-86.856,"Masachapa, Nicaragua",North America,Nicaragua,1996,3,Yellow,7-Jun
"M 7.1 - 24 km SSW of Santa María Chico Ometepec, Mexico",7.1,2/25/96 3:08,0,7,green,0,776,us,0,0,0,mw,21.1,15.978,-98.07,"Santa María Chico Ometepec, Mexico",North America,Mexico,1996,2,Orange,8-Jul
"M 7.5 - 123 km WSW of Puerto Santa, Peru",7.5,2/21/96 12:51,0,6,green,0,865,us,0,0,0,mw,10,-9.593,-79.587,"Puerto Santa, Peru",South America,Peru,1996,2,Orange,8-Jul
"M 6.5 - 32 km NNE of Biak, Indonesia",6.5,2/17/96 20:18,0,6,green,0,650,us,0,0,0,mw,31.9,-0.917,136.225,"Biak, Indonesia",Asia,Indonesia,1996,2,Yellow,7-Jun
"M 6.5 - 67 km NNW of Insrom, Indonesia",6.5,2/17/96 14:21,0,6,green,0,650,us,0,0,0,mw,19.2,-0.567,135.84,"Insrom, Indonesia",Asia,Indonesia,1996,2,Yellow,7-Jun
"M 8.1 - 101 km ENE of Biak, Indonesia",8.1,2/17/96 5:59,0,8,green,0,1007,official,0,0,0,mww,33,-0.891,136.952,"Biak, Indonesia",Asia,Indonesia,1996,2,Red,9-Aug
"M 6.7 - 123 km E of Namie, Japan",6.7,2/16/96 15:22,0,4,green,0,691,us,0,0,0,mw,40.8,37.353,142.38,"Namie, Japan",Asia,Japan,1996,2,Yellow,7-Jun
"M 7.2 - 158 km E of Kuril’sk, Russia",7.2,2/7/96 21:36,0,6,green,0,798,us,0,0,0,mw,42.6,45.324,149.892,"Kuril’sk, Russia near Kuril Islands",Asia,Russia,1996,2,Orange,8-Jul
"M 6.6 - 47 km N of Lijiang, China",6.6,2/3/96 11:14,0,10,green,0,670,us,0,0,0,mw,11.1,27.291,100.276,"Lijiang, China",Asia,People's Republic of China,1996,2,Yellow,7-Jun
"M 6.6 - 106 km NE of Yelizovo, Russia",6.6,1/1/96 9:57,0,7,green,0,670,us,0,0,0,ms,33,53.826,159.586,"Yelizovo, Russia",Asia,Russia,1996,1,Yellow,7-Jun
"M 7.9 - 181 km N of Palu, Indonesia",7.9,1/1/96 8:05,0,8,green,0,960,us,0,0,0,mw,24,0.729,119.931,"Palu, Indonesia",Asia,Indonesia,1996,1,Orange,8-Jul
"M 7.1 - 297 km NE of Lospalos, Timor Leste",7.1,12/25/95 4:43,0,6,green,0,776,us,0,0,0,mw,141.9,-6.903,129.151,"Lospalos, Timor Leste",Asia,Indonesia,1995,12,Orange,8-Jul
"M 6.5 - 130 km SSW of Abepura, Indonesia",6.5,12/19/95 23:28,0,6,green,0,650,us,0,0,0,mwb,63.4,-3.703,140.233,"Abepura, Indonesia",Asia,Indonesia,1995,12,Yellow,7-Jun
"M 7.9 - 128 km ESE of Kuril’sk, Russia",7.9,12/3/95 18:01,0,6,green,0,960,us,0,0,0,mw,33,44.663,149.3,"Kuril’sk, Russia",Asia,Russia,1995,12,Orange,8-Jul
"M 7.2 - 27 km SSE of Nuwaybi‘a, Egypt",7.2,11/22/95 4:15,0,9,green,0,798,us,0,0,0,mw,10,28.826,34.799,"Nuwaybi‘a, Egypt",Africa,Egypt,1995,11,Orange,8-Jul
"M 6.7 - 73 km WSW of Vallenar, Chile",6.7,11/1/95 0:35,0,7,green,0,691,us,0,0,0,mw,19.9,-28.906,-71.417,"Vallenar, Chile",South America,Chile,1995,11,Yellow,7-Jun
"M 7.2 - 13 km NW of Ocozocoautla de Espinosa, Mexico",7.2,10/21/95 2:38,0,6,green,0,798,us,0,0,0,mw,159.3,16.84,-93.469,"Ocozocoautla de Espinosa, Mexico",North America,Mexico,1995,10,Orange,8-Jul
"M 6.8 - 71 km ESE of Naze, Japan",6.8,10/19/95 2:41,0,6,green,0,711,us,0,0,0,mw,19.7,28.094,130.148,"Naze, Japan",Asia,Japan,1995,10,Yellow,7-Jun
"M 7.1 - 83 km SE of Naze, Japan",7.1,10/18/95 10:37,0,6,green,0,776,us,0,0,0,mw,28.4,27.929,130.175,"Naze, Japan",Asia,Japan,1995,10,Orange,8-Jul
"M 8.0 - 5 km E of El Colomo, Mexico",8,10/9/95 15:35,0,8,green,0,985,us,0,0,0,mw,33,19.055,-104.205,"El Colomo, Mexico",North America,Mexico,1995,10,Red,9-Aug
"M 6.8 - 5 km ENE of Sungai Penuh, Indonesia",6.8,10/6/95 18:09,0,7,green,0,711,us,0,0,0,mw,33,-2.045,101.436,"Sungai Penuh, Indonesia",Asia,Indonesia,1995,10,Yellow,7-Jun
"M 6.5 - 50 km SE of Sucúa, Ecuador",6.5,10/3/95 12:44,0,7,green,0,650,us,0,0,0,mw,16.7,-2.778,-77.851,"Sucúa, Ecuador",South America,Ecuador,1995,10,Yellow,7-Jun
"M 7.0 - 45 km SE of Sucúa, Ecuador",7,10/3/95 1:51,0,7,green,0,754,us,0,0,0,mw,24.4,-2.75,-77.881,"Sucúa, Ecuador",South America,Ecuador,1995,10,Orange,8-Jul
"M 6.5 - 81 km W of Paramonga, Peru",6.5,9/23/95 22:31,0,5,green,0,650,us,0,0,0,mwb,59.9,-10.68,-78.581,"Paramonga, Peru",South America,Peru,1995,9,Yellow,7-Jun
"M 7.4 - 5 km N of Azoyú, Mexico",7.4,9/14/95 14:04,0,7,green,0,842,us,0,0,0,mwb,23,16.779,-98.597,"Azoyú, Mexico",North America,Mexico,1995,9,Orange,8-Jul
"M 6.6 - 95 km SW of Etchoropo, Mexico",6.6,8/28/95 10:46,0,5,green,0,670,us,0,0,0,mwb,12.2,26.092,-110.284,"Etchoropo, Mexico",North America,Mexico,1995,8,Yellow,7-Jun
"M 6.6 - 7 km WSW of Neira, Colombia",6.6,8/19/95 21:43,0,6,green,0,670,us,0,0,0,mw,119.6,5.139,-75.577,"Neira, Colombia",South America,Colombia,1995,8,Yellow,7-Jun
"M 7.2 - 139 km WNW of Panguna, Papua New Guinea",7.2,8/16/95 23:10,0,6,green,0,798,us,0,0,0,mw,33,-5.771,154.347,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,1995,8,Orange,8-Jul
"M 6.6 - 205 km SE of Kokopo, Papua New Guinea",6.6,8/16/95 16:24,0,4,green,0,670,us,0,0,0,mw,18.7,-5.429,153.773,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,1995,8,Yellow,7-Jun
"M 7.7 - 155 km WNW of Panguna, Papua New Guinea",7.7,8/16/95 10:27,0,6,green,0,912,us,0,0,0,mw,30.1,-5.799,154.178,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,1995,8,Orange,8-Jul
"M 6.7 - 99 km WSW of Kokopo, Papua New Guinea",6.7,8/14/95 4:37,0,6,green,0,691,us,0,0,0,mw,127.9,-4.836,151.515,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,1995,8,Yellow,7-Jun
"M 8.0 - 36 km NNE of Antofagasta, Chile",8,7/30/95 5:11,0,8,green,0,985,us,0,0,0,mw,45.6,-23.34,-70.294,Ant,South America,Chile,1995,7,Red,9-Aug
"M 6.8 - 158 km W of Jinghong, China",6.8,7/11/95 21:46,0,8,green,0,711,us,0,0,0,mw,12.5,21.966,99.196,"Jinghong, China",Asia,China,1995,7,Yellow,7-Jun
"M 6.6 - 0 km ESE of Isangel, Vanuatu",6.6,6/29/95 12:24,0,5,green,0,670,us,0,0,0,mw,139.4,-19.544,169.287,"Isangel, Vanuatu",Oceania,Vanuatu,1995,6,Yellow,7-Jun
"M 6.5 - 8 km WNW of Galaxídhion, Greece",6.5,6/15/95 0:15,0,7,green,0,650,us,0,0,0,mw,14.2,38.401,22.283,"Galaxídhion, Greece",Europe,Greece,1995,6,Yellow,7-Jun
"M 7.1 - 85 km S of Tungor, Russia",7.1,5/27/95 13:03,0,9,green,0,776,us,0,0,0,mwb,11,52.629,142.827,"Sea of Okhotsk,  near Sakhalin Island, Russia",Asia,Russia,1995,5,Orange,8-Jul
"M 7.7 - 249 km E of Vao, New Caledonia",7.7,5/16/95 20:12,0,4,green,0,912,us,0,0,0,mw,20.2,-23.008,169.9,"Vao, New Caledonia",Oceania,New Caledonia,1995,5,Orange,8-Jul
"M 6.9 - 27 km NNW of Maubara, Timor Leste",6.9,5/14/95 11:33,0,6,green,0,732,us,0,0,0,mw,11.2,-8.378,125.127,"Maubara, Timor Leste",Asia,Indonesia,1995,5,Yellow,7-Jun
"M 6.6 - 10 km W of Aianí, Greece",6.6,5/13/95 8:47,0,9,green,0,670,us,0,0,0,mw,14,40.149,21.695,"Aianí, Greece",Europe,Greece,1995,5,Yellow,7-Jun
"M 7.1 - 14 km NE of Cabatuan, Philippines",7.1,5/5/95 3:53,0,7,green,0,776,us,0,0,0,mw,16,12.626,125.297,"Cabatuan, Philippines",Asia,Philippines,1995,5,Orange,8-Jul
